2	138
4	138
6	137
8	137
10	137
12	137
14	136
16	136
18	136
20	136
22	135
24	135
26	135
28	134
30	134
32	134
34	134
36	133
38	133
40	133
42	133
44	132
46	132
48	132
50	132
52	131
54	131
56	131
58	131
60	130
62	130
64	130
66	129
68	129
70	129
72	129
74	128
76	128
78	128
80	128
82	127
84	127
86	127
88	127
90	126
92	126
94	126
96	126
98	125
100	125
102	125
104	124
106	124
108	124
110	124
112	123
114	123
116	123
118	123
120	122
122	122
124	122
126	122
128	121
130	121
132	121
134	121
136	120
138	120
140	120
142	119
144	119
146	119
148	119
150	118
152	118
154	118
156	118
158	117
160	117
162	117
164	117
166	116
168	116
170	116
172	116
174	115
176	115
178	115
180	114
182	114
184	114
186	114
188	113
190	113
192	113
194	113
196	112
198	112
200	112
202	112
204	111
206	111
208	111
210	110
212	110
214	110
216	110
218	109
220	109
222	109
224	109
226	108
228	108
230	108
232	108
234	107
236	107
238	107
240	106
242	106
244	105
246	105
248	104
250	104
252	103
254	103
256	102
258	102
260	101
262	101
264	100
266	100
268	100
270	99
272	99
274	99
276	98
278	98
280	98
282	97
284	97
286	97
288	97
290	96
292	96
294	96
296	95
298	95
300	95
302	94
304	94
306	94
308	93
310	93
312	93
314	93
316	92
318	92
320	92
322	91
324	91
326	91
328	90
330	90
332	90
334	90
336	89
338	89
340	89
342	88
344	88
346	88
348	87
350	87
352	87
354	86
356	86
358	86
360	86
362	85
364	85
366	85
368	84
370	84
372	84
374	83
376	83
378	83
380	83
382	82
384	82
386	82
388	81
390	81
392	81
394	80
396	80
398	80
400	79
402	79
404	79
406	79
408	78
410	78
412	78
414	77
416	77
418	77
420	76
422	76
424	76
426	76
428	75
430	75
432	75
434	74
436	74
438	74
440	73
442	73
444	73
446	72
448	72
450	72
452	72
454	71
456	71
458	71
460	70
462	70
464	70
466	69
468	69
470	69
472	69
474	68
476	68
478	68
480	67
482	67
484	67
486	66
488	66
490	66
492	65
494	65
496	65
498	65
500	64
502	64
504	64
506	63
508	63
510	63
512	62
514	62
516	62
518	62
520	61
522	61
524	61
526	60
528	60
530	60
532	59
534	59
536	59
538	58
540	58
542	58
544	58
546	57
548	57
550	56
552	55
554	54
556	53
558	52
560	51
562	50
564	50
566	50
568	49
570	49
572	49
574	48
576	48
578	48
580	47
582	47
584	47
586	46
588	46
590	46
592	46
594	45
596	45
598	45
600	44
602	44
604	44
606	43
608	43
610	43
612	42
614	42
616	42
618	41
620	41
622	41
624	40
626	40
628	40
630	39
632	39
634	39
636	38
638	38
640	38
642	38
644	37
646	37
648	37
650	36
652	36
654	36
656	35
658	35
660	35
662	34
664	34
666	34
668	33
670	33
672	33
674	32
676	32
678	32
680	31
682	31
684	31
686	31
688	30
690	30
692	30
694	29
696	29
698	29
700	28
702	28
704	28
706	27
708	27
710	27
712	26
714	26
716	26
718	25
720	25
722	25
724	24
726	24
728	24
730	23
732	23
734	23
736	23
738	22
740	22
742	22
744	21
746	21
748	21
750	20
752	20
754	20
756	19
758	19
760	19
762	18
764	18
766	18
768	17
770	17
772	17
774	16
776	16
778	16
780	15
782	15
784	15
786	15
788	14
790	14
792	14
794	13
796	13
798	13
800	12
802	12
804	12
806	11
808	11
810	11
812	10
814	10
816	10
818	9
820	9
822	9
824	8
826	8
828	8
830	7
832	7
834	7
836	7
838	6
840	6
842	6
844	5
846	5
848	5
850	4
852	4
854	4
856	3
858	3
860	3
862	2
864	2
866	2
868	1
870	1
872	1
874	1
876	3
878	5
880	7
882	9
884	11
886	13
888	15
890	17
892	19
894	21
896	23
898	25
900	27
902	29
904	31
906	33
908	35
910	37
912	39
914	41
916	43
918	45
920	47
922	49
924	51
926	53
928	55
930	57
932	59
934	61
936	63
938	65
940	67
942	69
944	71
946	73
948	75
950	77
952	79
954	81
956	83
958	85
960	87
962	89
964	91
966	93
968	95
970	97
972	99
974	101
976	103
978	105
980	107
982	109
984	111
986	113
988	115
990	117
992	119
994	121
996	123
998	125
1000	127
